2014-7-1,72,91,72,91
2014-7-2,73,89,72,91
2014-7-3,71,96,72,92
2014-7-4,70,91,72,92
2014-7-5,73,90,72,92
2014-7-6,70,88,72,92
2014-7-7,70,92,72,92
2014-7-8,72,91,72,92
2014-7-9,71,94,72,92
2014-7-10,73,91,72,92
2014-7-11,72,89,73,92
2014-7-12,72,79,73,92
2014-7-13,71,88,73,92
2014-7-14,73,92,73,92
2014-7-15,72,91,73,92
2014-7-16,72,89,73,92
2014-7-17,69,89,73,92
2014-7-18,71,87,73,92
2014-7-19,74,89,73,92
2014-7-20,73,92,73,92
2014-7-21,73,88,73,92
2014-7-22,72,89,73,92
2014-7-23,72,93,73,92
2014-7-24,72,93,73,92
2014-7-25,74,94,73,92
2014-7-26,73,92,73,92
2014-7-27,76,95,73,92
2014-7-28,78,96,73,92
2014-7-29,75,94,73,92
2014-7-30,70,92,73,92
2014-7-31,69,93,73,92
2014-8-1,74,93,73,92
2014-8-2,73,91,73,92
2014-8-3,73,89,73,92
2014-8-4,75,85,73,92
2014-8-5,74,92,73,92
2014-8-6,74,94,73,92
2014-8-7,74,95,73,92
2014-8-8,74,94,73,92
2014-8-9,73,95,73,92
2014-8-10,74,92,73,92
2014-8-11,72,92,73,91
2014-8-12,75,89,73,91
2014-8-13,74,86,73,91
2014-8-14,73,91,73,91
2014-8-15,73,89,73,91
2014-8-16,73,93,73,91
2014-8-17,73,93,73,91
2014-8-18,74,93,73,91
2014-8-19,73,94,73,91
2014-8-20,73,95,73,91
2014-8-21,73,97,73,91
2014-8-22,73,99,73,90
2014-8-23,75,98,73,90
2014-8-24,73,91,73,90
2014-8-25,74,86,72,90
2014-8-26,70,85,72,90
2014-8-27,66,88,72,90
2014-8-28,64,90,72,90
2014-8-29,67,92,72,90
2014-8-30,72,91,72,90
2014-8-31,71,93,72,89
2014-9-1,73,94,72,89
2014-9-2,73,92,72,89
2014-9-3,70,91,72,89
2014-9-4,70,88,72,89
2014-9-5,70,88,72,89
2014-9-6,73,86,71,89
2014-9-7,73,78,71,88
2014-9-8,71,88,71,88
2014-9-9,71,86,71,88
2014-9-10,71,88,71,88
2014-9-11,70,90,71,88
2014-9-12,71,90,71,88
2014-9-13,72,91,70,88
2014-9-14,72,91,70,87
2014-9-15,72,92,70,87
2014-9-16,72,82,70,87
2014-9-17,71,88,70,87
2014-9-18,69,92,69,87
2014-9-19,70,84,69,86
2014-9-20,68,78,69,86
2014-9-21,64,87,69,86
2014-9-22,62,89,68,86
2014-9-23,69,81,68,86
2014-9-24,63,72,68,85
2014-9-25,63,78,68,85
2014-9-26,66,82,67,85
2014-9-27,71,79,67,85
2014-9-28,73,86,67,85
2014-9-29,72,80,66,84
2014-9-30,70,77,66,84
2014-10-1,70,82,66,84
2014-10-2,70,85,65,84
2014-10-3,68,88,65,83
2014-10-4,56,80,65,83
2014-10-5,47,73,64,83
2014-10-6,50,78,64,83
2014-10-7,60,84,64,82
2014-10-8,63,89,63,82
2014-10-9,64,88,63,82
2014-10-10,65,87,63,82
2014-10-11,62,88,62,82
2014-10-12,62,86,62,81
2014-10-13,66,86,62,81
2014-10-14,70,88,61,81
2014-10-15,59,78,61,81
2014-10-16,53,78,61,80
2014-10-17,52,80,60,80
2014-10-18,54,84,60,80
2014-10-19,57,76,59,80
2014-10-20,56,82,59,80
2014-10-21,59,83,59,79
2014-10-22,52,74,58,79
2014-10-23,49,73,58,79
2014-10-24,46,75,58,79
2014-10-25,47,77,57,78
2014-10-26,47,83,57,78
2014-10-27,54,87,57,78
2014-10-28,55,84,56,78
2014-10-29,58,85,56,78
2014-10-30,59,81,56,77
2014-10-31,50,75,55,77
2014-11-1,42,57,55,77
2014-11-2,37,62,55,77
2014-11-3,36,68,54,76
2014-11-4,47,74,54,76
2014-11-5,56,78,54,76
2014-11-6,56,82,53,76
2014-11-7,43,67,53,76
2014-11-8,41,70,53,75
2014-11-9,54,70,53,75
2014-11-10,52,65,52,75
2014-11-11,52,80,52,75
2014-11-12,45,77,52,74
2014-11-13,55,73,52,74
2014-11-14,44,61,51,74
2014-11-15,40,60,51,74
2014-11-16,47,77,51,73
2014-11-17,52,81,50,73
2014-11-18,33,52,50,73
2014-11-19,27,53,50,73
2014-11-20,24,65,50,73
2014-11-21,33,68,49,72
2014-11-22,51,72,49,72
2014-11-23,68,78,49,72
2014-11-24,70,86,49,72
2014-11-25,61,71,48,71
2014-11-26,41,63,48,71
2014-11-27,40,61,48,71
2014-11-28,35,53,48,70
2014-11-29,34,68,47,70
2014-11-30,41,74,47,70
2014-12-1,49,77,47,70
2014-12-2,52,79,47,69
2014-12-3,56,76,47,69
2014-12-4,54,76,46,69
2014-12-5,60,65,46,69
2014-12-6,60,79,46,69
2014-12-7,54,63,46,68
2014-12-8,49,56,45,68
2014-12-9,40,60,45,68
2014-12-10,36,59,45,68
2014-12-11,34,59,45,67
2014-12-12,35,64,45,67
2014-12-13,31,68,44,67
2014-12-14,31,71,44,67
2014-12-15,34,70,44,67
2014-12-16,34,76,44,66
2014-12-17,40,66,44,66
2014-12-18,39,64,43,66
2014-12-19,41,70,43,66
2014-12-20,51,69,43,66
2014-12-21,56,58,43,66
2014-12-22,56,70,43,65
2014-12-23,62,74,43,65
2014-12-24,64,79,42,65
2014-12-25,42,64,42,65
2014-12-26,38,67,42,65
2014-12-27,49,74,42,65
2014-12-28,54,82,42,65
2014-12-29,58,79,42,65
2014-12-30,56,71,42,65
2014-12-31,49,57,42,65
2015-1-1,48,61,41,65
2015-1-2,48,57,42,65
2015-1-3,60,81,41,64
2015-1-4,65,79,41,64
2015-1-5,45,66,41,64
2015-1-6,40,71,41,64
2015-1-7,39,65,41,64
2015-1-8,27,40,41,64
2015-1-9,35,55,41,64
2015-1-10,38,56,41,64
2015-1-11,48,63,41,64
2015-1-12,57,66,41,64
2015-1-13,52,64,41,64
2015-1-14,47,53,41,65
2015-1-15,42,48,41,65
2015-1-16,38,60,41,65
2015-1-17,35,66,41,65
2015-1-18,42,69,41,65
2015-1-19,33,68,41,65
2015-1-20,36,71,41,65
2015-1-21,48,75,41,65
2015-1-22,45,72,42,65
2015-1-23,52,67,42,65
2015-1-24,40,69,42,65
2015-1-25,35,63,42,65
2015-1-26,44,60,42,65
2015-1-27,36,63,42,66
2015-1-28,34,55,42,66
2015-1-29,31,67,42,66
2015-1-30,42,67,42,66
2015-1-31,36,60,42,66
2015-2-1,38,74,43,66
2015-2-2,41,68,43,66
2015-2-3,31,56,43,66
2015-2-4,45,56,43,67
2015-2-5,42,64,43,67
2015-2-6,37,57,43,67
2015-2-7,34,66,43,67
2015-2-8,40,73,44,67
2015-2-9,42,68,44,67
2015-2-10,45,60,44,67
2015-2-11,40,64,44,68
2015-2-12,41,70,44,68
2015-2-13,32,51,44,68
2015-2-14,29,62,45,68
2015-2-15,42,63,45,68
2015-2-16,43,74,45,68
2015-2-17,45,66,45,69
2015-2-18,35,57,45,69
2015-2-19,27,42,45,69
2015-2-20,24,47,46,69
2015-2-21,30,70,46,69
2015-2-22,50,79,46,70
2015-2-23,53,76,46,70
2015-2-24,49,53,46,70
2015-2-25,47,65,47,70
2015-2-26,47,67,47,70
2015-2-27,44,53,47,70
2015-2-28,48,54,47,71
2015-3-1,49,63,47,71
2015-3-2,53,81,47,71
2015-3-3,57,81,48,71
2015-3-4,62,85,48,71
2015-3-5,58,85,48,72
2015-3-6,45,64,48,72
2015-3-7,39,61,48,72
2015-3-8,38,70,48,72
2015-3-9,45,77,49,72
2015-3-10,52,86,49,73
2015-3-11,64,86,49,73
2015-3-12,54,76,49,73
2015-3-13,64,80,49,73
2015-3-14,66,87,49,73
2015-3-15,61,83,50,74
2015-3-16,51,84,50,74
2015-3-17,54,88,50,74
2015-3-18,59,74,50,74
2015-3-19,59,78,50,74
2015-3-20,61,79,50,75
2015-3-21,64,82,51,75
2015-3-22,62,77,51,75
2015-3-23,59,67,51,75
2015-3-24,57,66,51,75
2015-3-25,59,75,51,75
2015-3-26,58,77,51,76
2015-3-27,51,76,51,76
2015-3-28,42,63,52,76
2015-3-29,39,62,52,76
2015-3-30,40,78,52,76
2015-3-31,55,81,52,76
2015-4-1,58,84,52,77
2015-4-2,54,81,52,77
2015-4-3,59,87,52,77
2015-4-4,59,83,53,77
2015-4-5,60,75,53,77
2015-4-6,60,80,53,77
2015-4-7,60,86,53,78
2015-4-8,63,86,53,78
2015-4-9,62,85,53,78
2015-4-10,65,89,54,78
2015-4-11,65,82,54,78
2015-4-12,69,81,54,79
2015-4-13,69,83,54,79
2015-4-14,67,88,54,79
2015-4-15,67,85,54,79
2015-4-16,64,70,55,79
2015-4-17,62,78,55,79
2015-4-18,63,87,55,80
2015-4-19,68,86,55,80
2015-4-20,63,77,55,80
2015-4-21,62,81,56,80
2015-4-22,54,85,56,80
2015-4-23,60,88,56,81
2015-4-24,61,75,56,81
2015-4-25,60,79,57,81
2015-4-26,70,90,57,81
2015-4-27,65,76,57,82
2015-4-28,65,71,57,82
2015-4-29,62,79,58,82
2015-4-30,57,79,58,82
2015-5-1,53,78,58,82
2015-5-2,49,77,59,83
2015-5-3,51,81,59,83
2015-5-4,54,80,59,83
2015-5-5,59,80,59,83
2015-5-6,61,80,60,84
2015-5-7,59,86,60,84
2015-5-8,64,87,60,84
2015-5-9,62,89,61,84
2015-5-10,63,92,61,84
2015-5-11,67,92,61,85
2015-5-12,67,92,62,85
2015-5-13,67,92,62,85
2015-5-14,67,85,62,85
2015-5-15,70,81,62,85
2015-5-16,60,82,63,86
2015-5-17,63,86,63,86
2015-5-18,65,87,63,86
2015-5-19,69,93,64,86
2015-5-20,67,92,64,86
2015-5-21,69,94,64,87
2015-5-22,64,86,65,87
2015-5-23,63,83,65,87
2015-5-24,70,84,65,87
2015-5-25,70,87,66,87
2015-5-26,71,88,66,87
2015-5-27,69,86,66,88
2015-5-28,62,84,66,88
2015-5-29,62,85,67,88
2015-5-30,65,81,67,88
2015-5-31,67,86,67,88
2015-6-1,66,89,67,88
2015-6-2,64,85,68,88
2015-6-3,68,88,68,89
2015-6-4,67,86,68,89
2015-6-5,67,86,68,89
2015-6-6,66,89,69,89
2015-6-7,66,87,69,89
2015-6-8,68,89,69,89
2015-6-9,73,91,69,89
2015-6-10,70,86,69,89
2015-6-11,67,89,70,90
2015-6-12,68,92,70,90
2015-6-13,71,93,70,90
2015-6-14,68,94,70,90
2015-6-15,68,94,70,90
2015-6-16,69,96,70,90
2015-6-17,72,97,70,90
2015-6-18,72,97,71,90
2015-6-19,73,98,71,90
2015-6-20,74,97,71,90
2015-6-21,76,96,71,91
2015-6-22,70,97,71,91
2015-6-23,71,91,71,91
2015-6-24,74,95,71,91
2015-6-25,73,89,71,91
2015-6-26,73,90,72,91
2015-6-27,75,92,72,91
2015-6-28,73,91,72,91
2015-6-29,71,86,72,91
2015-6-30,69,89,72,91
